Campaign,Ad Group,Keyword,Criterion Type,Status
Search-enterprise,Enterprise - Breakers & Streamers,grading for card streamers,Exact,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,grading for card streamers,Phrase,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,card grading for ebay sellers,Exact,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,card grading for ebay sellers,Phrase,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,start a card grading business,Exact,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,start a card grading business,Phrase,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,how to start a card grading company,Exact,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,how to start a card grading company,Phrase,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,launch card grading brand,Exact,Enabled
Search-enterprise,Enterprise - Breakers & Streamers,launch card grading brand,Phrase,Enabled
